User_Query,Expected_URL,Expected_Ans,Expected_Title
Can minors invest in Mutual Funds?,https://www.idfcfirstbank.com/personal-banking/investment/mutual-fund#faqs,"Anyone under the age of 18 (minor) can invest in Mutual Funds, with the help of parents/legal guardians until the age of 18. The minor must be the sole account holder represented by the parent/guardian. Joint holding is not allowed in a minor’s Mutual Fund folio.",Can minors invest in Mutual Funds?
Can NRIs Invest in Mutual Funds in India?,https://www.idfcfirstbank.com/personal-banking/investment/mutual-fund#faqs,"Yes, an NRI can invest in mutual funds in India as long as he/she adheres to the Foreign Exchange Management Act (FEMA).",Can NRIs Invest in Mutual Funds in India?
What is Sovereign Gold Bond (SGB)? Who is the issuer?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,SGBs are government securities denominated in grams of gold. They are substitutes for holding physical gold. Investors have to pay the issue price in cash and the bonds will be redeemed in cash on maturity. The Bond is issued by Reserve Bank on behalf of Government of India.,What is Sovereign Gold Bond (SGB)? Who is the issuer?
Why should I buy SGB rather than physical gold? What are the benefits?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"The quantity of gold for which the investor pays is protected, since he receives the ongoing market price at the time of redemption/ premature redemption. The SGB offers a superior alternative to holding gold in physical form. The risks and costs of storage are eliminated. Investors are assured of the market value of gold at the time of maturity and periodical interest. SGB is free from issues like making charges and purity in the case of gold in jewellery form. The bonds are held in the books of the RBI or in demat form eliminating risk of loss of scrip etc.",Why should I buy SGB rather than physical gold? What are the benefits?
Are there any risks in investing in SGBs?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"There may be a risk of capital loss if the market price of gold declines. However, the investor does not lose in terms of the units of gold which he has paid for.",Are there any risks in investing in SGBs?
Who is eligible to invest in the SGBs?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"Persons resident in India as defined under Foreign Exchange Management Act, 1999 are eligible to invest in SGB. Eligible investors include individuals, HUFs, trusts, universities and charitable institutions. Individual investors with subsequent change in residential status from resident to non-resident may continue to hold SGB till early redemption/maturity.",Who is eligible to invest in the SGBs?
Can a Minor invest in SGB?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,Yes. The application on behalf of the minor has to be made by his/her guardian.,Can a Minor invest in SGB?
Where can investors get the application form?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,Investors can apply for the bonds online through the IDFC First mobile application and net banking or through the branches during subscription period.,Where can investors get the application form?
What are the Know-Your-Customer (KYC) norms?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,Every application must be accompanied by the ‘PAN Number’ issued by the Income Tax Department to the investor(s).,What are the Know-Your-Customer (KYC) norms?
Can an investor hold more than one investor ID for subscribing to the Sovereign Gold Bond?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"No. An investor can have only one unique investor Id linked to any of the prescribed identification documents. The unique investor ID is to be used for all the subsequent investments in the scheme. For holding securities in dematerialized form, quoting of PAN in the application form is mandatory.",Can an investor hold more than one investor ID for subscribing to the Sovereign Gold Bond?
What is the minimum and maximum limit for investment?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"The Bonds are issued in denominations of one gram of gold and in multiples thereof. Minimum investment in the Bond shall be one gram with a maximum limit of subscription of 4 kg for individuals, 4 kg for Hindu Undivided Family (HUF) and 20 kg for trusts and similar entities notified by the government from time to time per fiscal year (April – March). In case of joint holding, the limit applies to the first applicant. The annual ceiling will include bonds subscribed under different tranches during initial issuance by Government and those purchased from the secondary market. The ceiling on investment will not include the holdings as collateral by banks and other Financial Institutions",What is the minimum and maximum limit for investment?
Can each member of my family buy 4Kg in their own name?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"Yes, each family member can buy the bonds in his/her own name if they satisfy the eligibility criteria.",Can each member of my family buy 4Kg in their own name?
Can an investor/trust buy 4 Kg/20 Kg worth of SGB every year?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,Yes. An investor/trust can buy 4 Kg/20 Kg worth of gold every year as the ceiling has been fixed on a fiscal year (April-March) basis.,Can an investor/trust buy 4 Kg/20 Kg worth of SGB every year?
Is the maximum limit of 4 Kg applicable in case of joint holding?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,The maximum limit will be applicable to the first applicant in case of a joint holding for that specific application.,Is the maximum limit of 4 Kg applicable in case of joint holding?
What is the rate of interest and how will the interest be paid?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,The Bonds bear interest at the rate of 2.50 per cent (fixed rate) per annum on the amount of initial investment. Interest will be credited semi-annually to the bank account of the investor and the last interest will be payable on maturity along with the principal.,What is the rate of interest and how will the interest be paid?
"If I apply, am I assured of allotment?",https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"If the customer meets the eligibility criteria, produces a valid identification document and remits the application money on time, he/she will receive the allotment.","If I apply, am I assured of allotment?"
When will the customers be issued Holding Certificate?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"The customers will be issued Certificate of Holding on the date of issuance of the SGB. Certificate of Holding can be collected from the branches, or is sent directly to e-mail ID from RBI, if the e-mail ID is provided in the application form. The certificate can also be downloaded from IDFC net banking or IDFC first mobile application.",When will the customers be issued Holding Certificate?
Can I apply online?,https://www.idfcfirstbank.com/personal-banking/investment/sovereign-gold-bond#faqs,"Individual customers can invest online by following these steps:

Login to Internet Banking/Mobile application
Go to the investments section
Select Sovereign Gold Bond
Enter desired quantity; amount payable will be calculated and displayed
Confirm details and complete your purchase",Can I apply online?
