ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
32,What is the eligibility to open a recurring deposit with IDFC FIRST Bank?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit,"Any customer (including NRI) who has an existing Savings Account or Current Account with the Bank can open a Recurring Deposit with the Bank. However, in case any joint holder in NRE/NRO RD is an Indian resident then only ‘Former or Survivor’ can be the mode of operation. A Resident Indian cannot be the primary holder in an NRE/NRO RD. ",What is the eligibility to open a recurring deposit with IDFC FIRST Bank?,,,,,,,
33,Can I open a Recurring Deposit online?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit,"Yes, RD can be opened online through Net Banking or Mobile Banking App of the Bank as well at the Bank’s branches.  ",Can I open a Recurring Deposit online?,,,,,,,
34,Can I stop / close a RD before the maturity date?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit,"Yes, premature withdrawal of Recurring Deposit is allowed. However, penalty if any, may be applicable. Please visit the nearest branch to know more. ",Can I stop / close a RD before the maturity date?,,,,,,,
35,Can I partially withdraw funds from my RD?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit,"No, partial withdrawal of funds from RD is not permissible. ",Can I partially withdraw funds from my RD?,,,,,,,
36,Will I be charged if I miss monthly installments?,https://www.idfcfirstbank.com/personal-banking/deposits/recurring-deposit,"No, IDFC FIRST Bank does not levy penalty charges for missing monthly installments.",Will I be charged if I miss monthly installments?,,,,,,,
37,What are tenure options available for NRE Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"At IDFC FIRST Bank, we offer the following tenure options with NRE deposits:

For NRE FD, Tenures available range from 1 year to 10 years
For NRO FD, Tenures available range from 7 days to 10 years
For FCNR FD, Tenures available range from 1 year to 5 years",What are tenure options available for NRE Fixed Deposit?,,,,,,,
38,How are NRE FD rates compounded and paid for NRE Fixed Deposit account?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"FCNR FD rates:

FCNR rates are computed using a fixed rate
The interest on FCNR deposits is compounded at intervals of 180 days each and thereafter for the remaining actual number of days
The principal is increased to include the interest earned during the previous 180 days
NRO/NRE FD rates

NRE FD rates are computed using a fixed rate
You can choose between Simple or Compound Interest
For simple interest FD, you can get monthly or quarterly payout
In case of Compound Interest, interest on NRE deposits is compounded every 90 days and paid on maturity",How are NRE FD rates compounded and paid for NRE Fixed Deposit account?,,,,,,,
39,Are proceeds from NRE Fixed deposits taxable?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"
FCNR Fixed Deposit/NRE Deposit Tax:

The interest earned on this account is exempt from tax in India. However, the interest earned may be subject to tax in your country of residence.
NRO FD Tax:

The interest earned on this account is subject to TDS at the rate of 30% + Surcharge and cess when the interest accrues on your deposit
In addition to the interest taxed in India, the interest earned may also be subject to tax in your country of residence",Are proceeds from NRE Fixed deposits taxable?,,,,,,,
40,Can I open NRE deposits along with a joint holder?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,You can add Non-Resident Indians /PIOs / OCIs as Joint Account Holders. Resident Indian close relatives may be added a second holder in the account on “Former or Survivor” basis. This would allow the second holder access to account only post the demise of the NRI first holder.,Can I open NRE deposits along with a joint holder?,,,,,,,
41,How can I fund NRE account Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"FCNR /NRE Fixed Deposit: The FCNR deposit account can be funded through:

Foreign Currency Remittances from overseas
Funds from any other FCNR account or NRE FD account in any bank in India
NRO FD: The account can be funded through:

Any legitimate income from India
Funds from any other NRO or NRE account in any bank in India
Foreign currency remittances from overseas",How can I fund NRE account Fixed Deposit?,,,,,,,
42,Is money from NRE deposits repatriable?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,"FCNR/NRE Deposit: Money from FCNR deposits or NRE deposits is freely repatriable i.e. both the Principal amount and interest earned are freely and completely transferable. We only require written instructions with the wire details for executing this Repatriation.

NRO FD: Funds from the NRO Deposits can be repatriated post payment of applicable taxes with a limit of USD 1 million in a financial year. We need documents as per the guidelines issued by the Reserve Bank of India depending on the source of the funds in the account.",Is money from NRE deposits repatriable?,,,,,,,
43,How can I open NRE deposits account online?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nre-fixed-deposit#faqs,You can book NRO deposits by reaching out to any IDFC FIRST Bank representative or reaching out to your RM.,How can I open NRE deposits account online?,,,,,,,
44,What are tenure options available for NRO Fixed Deposit?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nro-fixed-deposit#faqs,"We at IDFC FIRST Bank offer the following tenure options with NRO deposits -

For NRE FD, Tenures available range from 1 year to 10 years
For NRO FD, Tenures available range from 7 days to 10 years
For FCNR FD, Tenures available range from 1 year to 5 years",What are tenure options available for NRO Fixed Deposit?,,,,,,,
45,How are NRO FD rates compounded and paid for NRO Fixed Deposit account?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nro-fixed-deposit#faqs,"FCNR FD rates:

FCNR rates are computed using a fixed rate
The interest on FCNR deposits is compounded at intervals of 180 days each and thereafter for the remaining actual number of days
The principal is increased to include the interest earned during the previous 180 days
NRE/NRO FD rates

NRO fixed deposit rates are computed using a fixed rate
You can choose between Simple or Compound Interest
For simple interest FD, you can get monthly or quarterly payout
In case of Compound Interest, interest is compounded every 90 days and paid on maturity",How are NRO FD rates compounded and paid for NRO Fixed Deposit account?,,,,,,,
46,Are proceeds from NRO Fixed deposits taxable?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nro-fixed-deposit#faqs,"FCNR Fixed Deposit/NRE Deposits Tax:

The interest earned on this account is exempt from tax in India. However, the interest earned may be subject to tax in your country of residence.
NRO FD Tax:

The interest earned on this account is subject to TDS at the rate of 30% + Surcharge and cess when the interest accrues on your deposit
In addition to the interest taxed in India, the interest earned may also be subject to tax in your country of residence",Are proceeds from NRO Fixed deposits taxable?,,,,,,,
47,Can I open NRO deposits along with a joint holder?,https://www.idfcfirstbank.com/nri-banking/nri-fixed-deposit/nro-fixed-deposit#faqs,You can add Non-Resident Indians /PIOs / OCIs as Joint Account Holders. Resident Indian close relatives may be added a second holder in the account on “Former or Survivor” basis. This would allow the second holder access to account only post the demise of the NRI first holder.,Can I open NRO deposits along with a joint holder?,,,,,,,
